x,y,z,gamma
2.157090663909912,0.18687091767787933,0.009999999776482582,0.10000000149011612
2.157090663909912,0.18687091767787933,0.009999999776482582,0.10000000149011612
2.1571037769317627,0.1868700534105301,0.009999999776482582,0.09000000357627869
2.157115936279297,0.18687093257904053,0.009999999776482582,0.09000000357627869
2.157093048095703,0.18687225878238678,0.009999999776482582,0.10000000149011612
2.157093048095703,0.18687225878238678,0.009999999776482582,0.10000000149011612
2.157093048095703,0.18687225878238678,0.009999999776482582,0.10999999940395355
2.1586532592773438,0.1868693083524704,0.010000000707805157,0.10999999940395355
2.1586532592773438,0.1868693083524704,0.009999999776482582,0.10999999940395355
2.1586532592773438,0.18686893582344055,0.009999999776482582,0.10999999940395355
2.1586532592773438,0.18686893582344055,0.009999999776482582,0.10999999940395355
2.1586532592773438,0.18686893582344055,0.009999999776482582,0.10000000149011612
2.1586532592773438,0.1868690848350525,0.009999999776482582,0.10999999940395355
2.158658504486084,0.18686947226524353,0.009999999776482582,0.10999999940395355
2.158653736114502,0.18686743080615997,0.009999999776482582,0.10999999940395355
2.158653736114502,0.18686743080615997,0.009999999776482582,0.10000000149011612
2.158653736114502,0.18686743080615997,0.009999999776482582,0.10000000149011612
2.157090187072754,0.18686771392822266,0.009999999776482582,0.10000000149011612
2.157090187072754,0.18686771392822266,0.009999999776482582,0.10000000149011612
2.1586685180664062,0.18686886131763458,0.009999999776482582,0.10000000149011612
2.1558029651641846,0.18666021525859833,0.009999999776482582,0.10000000149011612
2.1356678009033203,0.18519453704357147,0.010000000707805157,0.09000000357627869
2.0489513874053955,0.17897121608257294,0.009999999776482582,0.10000000149011612
1.9038457870483398,0.1681540459394455,0.009999999776482582,0.10000000149011612
1.7532933950424194,0.15646056830883026,0.009999999776482582,0.10999999940395355
1.6662837266921997,0.14556831121444702,0.009999999776482582,0.10999999940395355
1.602364420890808,0.14189499616622925,0.009999999776482582,0.10999999940395355
1.5398855209350586,0.16257208585739136,0.009999999776482582,0.10000000149011612
1.501516342163086,0.19829800724983215,0.009999999776482582,0.10000000149011612
1.501529574394226,0.19827833771705627,0.009999999776482582,0.10999999940395355
1.501537561416626,0.19826652109622955,0.009999999776482582,0.10999999940395355
1.2146422863006592,0.14950156211853027,0.009999999776482582,0.10999999940395355
1.2146282196044922,0.14952264726161957,0.009999999776482582,0.11999999731779099
1.2146282196044922,0.14952264726161957,0.009999999776482582,0.10999999940395355
1.2146282196044922,0.14952264726161957,0.009999999776482582,0.10999999940395355
1.2146282196044922,0.14952264726161957,0.009999999776482582,0.10999999940395355
1.2146334648132324,0.14951470494270325,0.010000000707805157,0.10999999940395355
1.2146282196044922,0.14952264726161957,0.010000000707805157,0.11999999731779099
1.2657508850097656,0.13100691139698029,0.009999999776482582,0.12999999523162842
1.2657437324523926,0.1310177892446518,0.009999999776482582,0.12999999523162842
1.265740156173706,0.13102328777313232,0.009999999776482582,0.12999999523162842
1.2656943798065186,0.13109096884727478,0.010000000707805157,0.12999999523162842
1.2656795978546143,0.1358858346939087,0.009999999776482582,0.12999999523162842
1.265633463859558,0.13590432703495026,0.009999999776482582,0.12999999523162842
1.2654871940612793,0.13594450056552887,0.009999999776482582,0.12999999523162842
1.2655562162399292,0.13591305911540985,0.009999999776482582,0.12999999523162842
1.2292321920394897,-0.006205044686794281,0.010000000707805157,0.12999999523162842
1.2292505502700806,-0.006227635312825441,0.010000000707805157,0.12999999523162842
1.2288874387741089,-0.0063603841699659824,0.009999999776482582,0.12999999523162842
1.2490618228912354,0.2871392071247101,0.009999999776482582,0.12999999523162842
1.2516553401947021,0.33497536182403564,0.010000000707805157,0.14000000059604645
1.2516578435897827,0.3349756598472595,0.009999999776482582,0.12999999523162842
1.2516578435897827,0.3349756598472595,0.009999999776482582,0.12999999523162842
1.2941540479660034,0.2885364294052124,0.010000000707805157,0.12999999523162842
1.2941762208938599,0.2885371744632721,0.009999999776482582,0.14000000059604645
1.2941691875457764,0.288536936044693,0.009999999776482582,0.12999999523162842
1.2941761016845703,0.2885371744632721,0.010000000707805157,0.12999999523162842
1.29416024684906,0.2885366678237915,0.009999999776482582,0.12999999523162842
1.3046423196792603,0.11727247387170792,0.009999999776482582,0.12999999523162842
1.3046423196792603,0.11727247387170792,0.010000000707805157,0.12999999523162842
1.3046196699142456,0.11727016419172287,0.009999999776482582,0.12999999523162842
1.3046423196792603,0.11727247387170792,0.009999999776482582,0.14000000059604645
1.3046361207962036,0.11727184057235718,0.009999999776482582,0.12999999523162842
1.2181737422943115,0.11076556146144867,0.010000000707805157,0.12999999523162842
1.2181787490844727,0.1107659637928009,0.009999999776482582,0.12999999523162842
1.2181737422943115,0.11076556146144867,0.010000000707805157,0.12999999523162842
