x,y,z,gamma
0.06202234327793121,0.03311014920473099,0.0,0.12999999523162842
0.06200593709945679,0.03311017155647278,0.0,0.11999999731779099
0.06200593709945679,0.03311017155647278,0.0,0.12999999523162842
0.063580222427845,0.033114172518253326,0.0,0.12999999523162842
0.06356889754533768,0.03311317786574364,0.0,0.12999999523162842
0.06357191503047943,0.03154880553483963,0.0,0.14000000059604645
0.06357191503047943,0.03154880553483963,0.0,0.12999999523162842
0.0635719895362854,0.03311125561594963,0.0,0.12999999523162842
0.0635719895362854,0.03311125561594963,0.0,0.12999999523162842
0.062009941786527634,0.03154757246375084,0.0,0.12999999523162842
0.062005676329135895,0.03310563042759895,0.0,0.12999999523162842
0.062005676329135895,0.03310563042759895,0.0,0.14000000059604645
0.06200394779443741,0.0315445251762867,0.0,0.14000000059604645
0.06200909987092018,0.03154497593641281,0.0,0.12999999523162842
0.06355112791061401,0.03310816362500191,0.0,0.12999999523162842
0.06512241065502167,0.033100809901952744,0.0,0.14000000059604645
0.06512241065502167,0.033100809901952744,0.0,0.12999999523162842
0.06199793517589569,0.033100828528404236,0.0,0.14000000059604645
0.06199793517589569,0.033100828528404236,0.0,0.14000000059604645
0.06356165558099747,0.03153911978006363,0.0,0.12999999523162842
0.06356165558099747,0.03153911978006363,0.0,0.12999999523162842
0.0635574609041214,0.03153417259454727,0.0,0.12999999523162842
0.0635574609041214,0.03153417259454727,0.0,0.14000000059604645
0.06199425086379051,0.03153619542717934,0.0,0.12999999523162842
0.06199425086379051,0.03153619170188904,0.0,0.12999999523162842
0.06355267763137817,0.03309653326869011,0.0,0.12999999523162842
0.06355639547109604,0.033096861094236374,0.0,0.12999999523162842
0.06199615076184273,0.0315348245203495,0.0,0.12999999523162842
0.06199615076184273,0.0315348245203495,0.0,0.12999999523162842
0.06355869770050049,0.03309730067849159,0.0,0.14000000059604645
0.061996426433324814,0.031534984707832336,0.0,0.12999999523162842
0.061996426433324814,0.031534984707832336,0.0,0.12999999523162842
0.06199483573436737,0.03153755143284798,0.0,0.12999999523162842
0.061992205679416656,0.03153732046484947,0.0,0.12999999523162842
0.06199530139565468,0.03310312703251839,0.0,0.12999999523162842
0.062006447464227676,0.033104103058576584,0.0,0.11999999731779099
0.06199708580970764,0.03310038521885872,0.0,0.11999999731779099
0.06199648231267929,0.032320473343133926,0.0,0.11999999731779099
0.06199897080659866,0.03153874725103378,0.0,0.11999999731779099
0.06199447438120842,0.03153977170586586,0.0,0.11999999731779099
0.06199447438120842,0.03153977170586586,0.0,0.11999999731779099
0.06200637295842171,0.03154134750366211,0.0,0.11999999731779099
0.0620015524327755,0.031540922820568085,0.0,0.11999999731779099
0.06356047838926315,0.03153817355632782,0.0,0.11999999731779099
0.0626446008682251,0.031539298593997955,0.0,0.11999999731779099
0.0620248056948185,0.031542204320430756,0.0,0.11999999731779099
