x,y,z,alpha,beta,gamma
0.0,0.0,0.0,0.1899999976158142,nan,nan
0.0,0.0,0.0,0.20000000298023224,nan,nan
0.0,0.0,0.0,0.20000000298023224,nan,nan
0.0,0.0,0.0,0.20000000298023224,nan,nan
0.0,0.0,0.0,0.20000000298023224,nan,nan
0.0,0.0,0.0,0.1899999976158142,nan,nan
0.0,0.0,0.0,0.1899999976158142,nan,nan
0.0,0.0,0.0,0.18000000715255737,nan,nan
0.0,0.0,0.0,0.1899999976158142,nan,nan
0.0,0.0,0.0,0.20999999344348907,nan,nan
0.0,0.0,0.0,0.20999999344348907,nan,nan
0.0,0.0,0.0,0.20999999344348907,nan,nan
0.0,0.0,0.0,0.2199999988079071,nan,nan
0.0,0.0,0.0,0.2199999988079071,nan,nan
0.0,0.0,0.0,0.23000000417232513,nan,nan
0.0,0.0,0.0,0.23000000417232513,nan,nan
0.0,0.0,0.0,0.2199999988079071,nan,nan
0.0,0.0,0.0,0.2199999988079071,nan,nan
0.0,0.0,0.0,0.20999999344348907,nan,nan
0.0,0.0,0.0,0.20999999344348907,nan,nan
0.0,0.0,0.0,0.20999999344348907,nan,nan
0.0,0.0,0.0,0.20000000298023224,nan,nan
0.0,0.0,0.0,0.1899999976158142,nan,nan
0.0,0.0,0.0,0.1899999976158142,nan,nan
0.0,0.0,0.0,0.18000000715255737,nan,nan
0.0,0.0,0.0,0.17000000178813934,nan,nan
0.0,0.0,0.0,0.17000000178813934,nan,nan
0.0,0.0,0.0,0.1599999964237213,nan,nan
0.0,0.0,0.0,0.15000000596046448,nan,nan
0.0,0.0,0.0,0.17000000178813934,nan,nan
0.0,0.0,0.0,0.17000000178813934,nan,nan
0.0,0.0,0.0,0.17000000178813934,nan,nan
0.0,0.0,0.0,0.18000000715255737,nan,nan
0.0,0.0,0.0,0.18000000715255737,nan,nan
0.0,0.0,0.0,0.17000000178813934,nan,nan
0.0,0.0,0.0,0.18000000715255737,nan,nan
0.0,0.0,0.0,0.1899999976158142,nan,nan
0.0,0.0,0.0,0.20000000298023224,nan,nan
0.0,0.0,0.0,0.23000000417232513,nan,nan
0.0,0.0,0.0,0.25999999046325684,nan,nan
0.0,0.0,0.0,0.25,nan,nan
0.0,0.0,0.0,0.25,nan,nan
0.0,0.0,0.0,0.23999999463558197,nan,nan
0.0,0.0,0.0,0.23999999463558197,nan,nan
0.0,0.0,0.0,0.23000000417232513,nan,nan
0.0,0.0,0.0,0.23000000417232513,nan,nan
0.0,0.0,0.0,0.2199999988079071,nan,nan
0.0,0.0,0.0,0.2199999988079071,nan,nan
0.0,0.0,0.0,0.20999999344348907,nan,nan
0.0,0.0,0.0,0.20000000298023224,nan,nan
0.0,0.0,0.0,0.1899999976158142,nan,nan
0.0,0.0,0.0,0.1899999976158142,nan,nan
0.0,0.0,0.0,nan,3.8499999046325684,nan
0.0,0.0,0.0,nan,3.759999990463257,nan
0.0,0.0,0.0,nan,3.7899999618530273,nan
0.0,0.0,0.0,nan,3.7300000190734863,nan
0.0,0.0,0.0,nan,3.690000057220459,nan
0.0,0.0,0.0,nan,3.759999990463257,nan
0.0,0.0,0.0,nan,3.7699999809265137,nan
0.0,0.0,0.0,nan,3.680000066757202,nan
0.0,0.0,0.0,nan,3.5299999713897705,nan
0.0,0.0,0.0,nan,3.630000114440918,nan
0.0,0.0,0.0,nan,3.6700000762939453,nan
0.0,0.0,0.0,nan,3.609999895095825,nan
0.0,0.0,0.0,nan,3.490000009536743,nan
0.0,0.0,0.0,nan,3.2799999713897705,nan
0.0,0.0,0.0,nan,3.0,nan
0.0,0.0,0.0,nan,3.059999942779541,nan
0.0,0.0,0.0,nan,3.0799999237060547,nan
0.0,0.0,0.0,nan,3.0999999046325684,nan
0.0,0.0,0.0,nan,3.190000057220459,nan
0.0,0.0,0.0,nan,3.180000066757202,nan
0.0,0.0,0.0,nan,3.119999885559082,nan
0.0,0.0,0.0,nan,3.240000009536743,nan
0.0,0.0,0.0,nan,3.200000047683716,nan
0.0,0.0,0.0,nan,3.2699999809265137,nan
0.0,0.0,0.0,nan,3.180000066757202,nan
0.0,0.0,0.0,nan,3.1500000953674316,nan
0.0,0.0,0.0,nan,3.240000009536743,nan
0.0,0.0,0.0,nan,3.180000066757202,nan
0.0,0.0,0.0,nan,3.119999885559082,nan
0.0,0.0,0.0,nan,3.2100000381469727,nan
0.0,0.0,0.0,nan,3.1500000953674316,nan
0.0,0.0,0.0,nan,3.069999933242798,nan
0.0,0.0,0.0,nan,3.0399999618530273,nan
0.0,0.0,0.0,nan,3.009999990463257,nan
0.0,0.0,0.0,nan,2.880000114440918,nan
0.0,0.0,0.0,nan,2.890000104904175,nan
0.0,0.0,0.0,nan,2.940000057220459,nan
0.0,0.0,0.0,nan,2.950000047683716,nan
0.0,0.0,0.0,nan,2.9000000953674316,nan
0.0,0.0,0.0,nan,2.8299999237060547,nan
0.0,0.0,0.0,nan,2.7699999809265137,nan
0.0,0.0,0.0,nan,2.7899999618530273,nan
0.0,0.0,0.0,nan,2.630000114440918,nan
0.0,0.0,0.0,nan,2.549999952316284,nan
0.0,0.0,0.0,nan,2.5399999618530273,nan
0.0,0.0,0.0,nan,2.5899999141693115,nan
0.0,0.0,0.0,nan,2.640000104904175,nan
0.0,0.0,0.0,nan,2.630000114440918,nan
0.0,0.0,0.0,nan,2.6700000762939453,nan
0.0,0.0,0.0,nan,2.7899999618530273,nan
0.0,0.0,0.0,nan,2.8499999046325684,nan
0.0,0.0,0.0,nan,2.8299999237060547,nan
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.09000000357627869
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.09000000357627869
0.0,0.0,0.0,nan,nan,0.09000000357627869
0.0,0.0,0.0,nan,nan,0.09000000357627869
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.09000000357627869
0.0,0.0,0.0,nan,nan,0.09000000357627869
0.0,0.0,0.0,nan,nan,0.09000000357627869
0.0,0.0,0.0,nan,nan,0.09000000357627869
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.07999999821186066
0.0,0.0,0.0,nan,nan,0.09000000357627869
0.0,0.0,0.0,nan,nan,0.09000000357627869
0.0,0.0,0.0,nan,nan,0.10000000149011612
0.0,0.0,0.0,nan,nan,0.10000000149011612
0.0,0.0,0.0,nan,nan,0.10000000149011612
0.0,0.0,0.0,nan,nan,0.10000000149011612
0.0,0.0,0.0,nan,nan,0.10999999940395355
0.0,0.0,0.0,nan,nan,0.10000000149011612
0.0,0.0,0.0,nan,nan,0.10000000149011612
0.0,0.0,0.0,nan,nan,0.10000000149011612
0.0,0.0,0.0,nan,nan,0.10999999940395355
0.0,0.0,0.0,nan,nan,0.10999999940395355
0.0,0.0,0.0,nan,nan,0.10000000149011612
0.0,0.0,0.0,nan,nan,0.10000000149011612
0.0,0.0,0.0,nan,nan,0.10000000149011612
0.0,0.0,0.0,nan,nan,0.10000000149011612
0.0,0.0,0.0,nan,nan,0.10000000149011612
0.0,0.0,0.0,nan,nan,0.10000000149011612
0.0,0.0,0.0,nan,nan,0.10000000149011612
0.0,0.0,0.0,nan,nan,0.09000000357627869
